"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"296",16072927,"VI0002",5,"st croix bookmobile","library","No","bookmobile, public library","Active","1122 King St","Christiansted","VI",820,NA,"N/A",17.746992,-64.703182,"Delegate District (at Large)","Urban",NA,NA,NA,NA,210321,"Dpnr/Division Of Libraries, Archives & Museums","library system","4607 Tutu Park Mall","St. Thomas","VI",802,"Delegate District (at Large)",2022,221037563,2299055783,2299055783.003,"In-Window","Committed","Funded","FCDL Issued","Broadband VI, LLC",143030495,"Category1","Data Transmission and/or Internet Access","Wireless","Microwave",50,"Mbps",50,"Mbps",299,0,299,2,598,12,7176,0,0,0,0,0,7176,0.9,6458.4,717.6,160,1,NA,NA,NA,"Florence Williams Public Library",3588,2,3229.2,NA,2020,"Internet access service with no circuit (data circuit to ISP state/regional network is billed separately)","Current","Yes","No",50,50,"underserved","not_gigabit",106405,NA,33,"Town Remote","Town","bandwidth target not met","over50",2
"297",210830,"VI0002",5,"florence williams public library","library","No","public library","Active","1122 King St","Christiansted","VI",820,NA,NA,17.746992,-64.703182,"Delegate District (at Large)","Rural",NA,NA,NA,NA,210321,"Dpnr/Division Of Libraries, Archives & Museums","library system","4607 Tutu Park Mall","St. Thomas","VI",802,"Delegate District (at Large)",2022,221037563,2299055783,2299055783.001,"In-Window","Committed","Funded","FCDL Issued","Broadband VI, LLC",143030495,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",599,0,599,2,1198,12,14376,0,0,0,0,0,14376,0.9,12938.4,1437.6,16000,1,NA,NA,NA,NA,7188,2,6469.2,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",106405,NA,33,"Town Remote","Town","bandwidth target not met","over50",2
"298",210830,"VI0002",5,"florence williams public library","library","No","public library","Active","1122 King St","Christiansted","VI",820,NA,NA,17.746992,-64.703182,"Delegate District (at Large)","Rural",NA,NA,NA,NA,210321,"Dpnr/Division Of Libraries, Archives & Museums","library system","4607 Tutu Park Mall","St. Thomas","VI",802,"Delegate District (at Large)",2022,221037563,2299055783,2299055783.002,"In-Window","Committed","Funded","FCDL Issued","Broadband VI, LLC",143030495,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",599,0,599,4,2396,12,28752,0,0,0,0,0,28752,0.9,25876.8,2875.2,16000,NA,NA,NA,NA,NA,7188,4,6469.2,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",106405,NA,33,"Town Remote","Town","bandwidth target not met","over50",2
"299",17001813,"WA0033",2,"asotin county library","library","No","main branch, public library","Active","417 Sycamore St","Clarkston","WA",99403,2666,"Asotin",46.4122504,-117.0438623,"Congressional District 5","Urban",NA,NA,NA,NA,145549,"Asotin County Library System","library system","417 Sycamore St","Clarkston","WA",99403,"Congressional District 5",2022,221035724,2299052820,2299052820.001,"In-Window","Committed","Funded","FCDL Issued","Wholesail Networks LLC",143051786,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1024.58,0,1024.58,1,1024.58,12,12294.96,0,0,0,0,0,12294.96,0.8,9835.968,2458.99,11800,NA,NA,NA,NA,NA,4098.32,3,3278.656,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",22640,NA,23,"Suburban Small","Suburban","bandwidth target met","under50",2
"300",209395,"WA0033",2,"heights library","library","No","public library","Active","417 Sycamore Street","Clarkston","WA",99403,NA,NA,46.4122504,-117.0438623,"Congressional District 5","Urban",NA,NA,NA,NA,145549,"Asotin County Library System","library system","417 Sycamore St","Clarkston","WA",99403,"Congressional District 5",2022,221035724,2299052820,2299052820.001,"In-Window","Committed","Funded","FCDL Issued","Wholesail Networks LLC",143051786,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1024.58,0,1024.58,1,1024.58,12,12294.96,0,0,0,0,0,12294.96,0.8,9835.968,2458.99,NA,NA,NA,NA,NA,NA,4098.32,3,3278.656,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",22640,NA,23,"Suburban Small","Suburban","bandwidth target met","under50",2
"301",17001813,"WA0033",2,"asotin county library","library","No","main branch, public library","Active","417 Sycamore St","Clarkston","WA",99403,2666,"Asotin",46.4122504,-117.0438623,"Congressional District 5","Urban",NA,NA,NA,NA,152695,"Washington Ofm K20","consortium","P.O. Box 42438","Olympia","WA",98504,"Congressional District 10",2022,221022951,2299031127,2299031127.001,"In-Window","Committed","Funded","FCDL Issued","CenturyLink Qwest Corporation",143005231,"Category1","Data Transmission and/or Internet Access","Copper","Ethernet",1,"Gbps",1,"Gbps",575,0,575,1,575,12,6900,0,0,0,0,0,6900,0.73,5037,1863,11800,1,NA,NA,NA,NA,6900,1,5037,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",22640,NA,23,"Suburban Small","Suburban","bandwidth target met","under50",2
"302",16059592,"WA0059",50,"outreach 1","library","No","bookmobile, public library","Active","960 Newport Way Nw","Issaquah","TX",98027,NA,"King",31.816038,-99.512099,"Congressional District 11","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.001,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",876,0,876,46,40296,12,483552,0,0,0,0,0,483552,0.8,386841.6,96710.4,300,NA,NA,NA,NA,NA,7111.06,68,5688.84705882353,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",4
"303",16059592,"WA0059",50,"outreach 1","library","No","bookmobile, public library","Active","960 Newport Way Nw","Issaquah","TX",98027,NA,"King",31.816038,-99.512099,"Congressional District 11","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.002,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1400,0,1400,2,2800,12,33600,0,0,0,0,0,33600,0.8,26880,6720,300,NA,NA,NA,NA,NA,494.12,68,395.294117647059,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"304",16059592,"WA0059",50,"outreach 1","library","No","bookmobile, public library","Active","960 Newport Way Nw","Issaquah","TX",98027,NA,"King",31.816038,-99.512099,"Congressional District 11","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.003,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",4540,0,4540,1,4540,12,54480,0,0,0,0,0,54480,0.8,43584,10896,300,NA,NA,NA,NA,NA,801.18,68,640.941176470588,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",10000,10000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"305",16059592,"WA0059",50,"outreach 1","library","No","bookmobile, public library","Active","960 Newport Way Nw","Issaquah","TX",98027,NA,"King",31.816038,-99.512099,"Congressional District 11","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.004,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Other","Other",200,"Mbps",200,"Mbps",974,0,974,1,974,12,11688,0,0,0,0,0,11688,0.8,9350.4,2337.6,300,NA,NA,NA,NA,NA,171.89,68,137.505882352941,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",4
"306",16059592,"WA0059",50,"outreach 1","library","No","bookmobile, public library","Active","960 Newport Way Nw","Issaquah","TX",98027,NA,"King",31.816038,-99.512099,"Congressional District 11","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039274,2299039274.001,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",4,"Gbps",4,"Gbps",2980,0,2980,2,5960,12,71520,0,0,0,0,0,71520,0.8,57216,14304,300,NA,NA,NA,NA,NA,1100.31,65,880.246153846154,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",4000,4000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"307",16075891,"WA0059",50,"tlc bookmobile 1","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.001,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",876,0,876,46,40296,12,483552,0,0,0,0,0,483552,0.8,386841.6,96710.4,300,NA,NA,NA,NA,NA,7111.06,68,5688.84705882353,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",4
"308",16075891,"WA0059",50,"tlc bookmobile 1","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.002,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1400,0,1400,2,2800,12,33600,0,0,0,0,0,33600,0.8,26880,6720,300,NA,NA,NA,NA,NA,494.12,68,395.294117647059,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"309",16075891,"WA0059",50,"tlc bookmobile 1","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.003,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",4540,0,4540,1,4540,12,54480,0,0,0,0,0,54480,0.8,43584,10896,300,NA,NA,NA,NA,NA,801.18,68,640.941176470588,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",10000,10000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"310",16075891,"WA0059",50,"tlc bookmobile 1","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.004,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Other","Other",200,"Mbps",200,"Mbps",974,0,974,1,974,12,11688,0,0,0,0,0,11688,0.8,9350.4,2337.6,300,NA,NA,NA,NA,NA,171.88,68,137.505882352941,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",4
"311",16075891,"WA0059",50,"tlc bookmobile 1","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039274,2299039274.001,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",4,"Gbps",4,"Gbps",2980,0,2980,2,5960,12,71520,0,0,0,0,0,71520,0.8,57216,14304,300,NA,NA,NA,NA,NA,1100.31,65,880.246153846154,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",4000,4000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"312",16075892,"WA0059",50,"tlc bookmobile 2","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.001,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",876,0,876,46,40296,12,483552,0,0,0,0,0,483552,0.8,386841.6,96710.4,300,NA,NA,NA,NA,NA,7111.06,68,5688.84705882353,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",100,100,"served_not_gigabit","not_gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",4
"313",16075892,"WA0059",50,"tlc bookmobile 2","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.002,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1400,0,1400,2,2800,12,33600,0,0,0,0,0,33600,0.8,26880,6720,300,NA,NA,NA,NA,NA,494.12,68,395.294117647059,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
"314",16075892,"WA0059",50,"tlc bookmobile 2","library","No","bookmobile, public library","Active","960 Newport Way","Nw Issaquah","WA",98027,NA,"King",47.540239,-122.050102,"Congressional District 8","Urban",NA,NA,NA,NA,145193,"King County Library System","library system","960 Newport Way Northwest","Issaquah","WA",98027,"Congressional District 8",2022,221027715,2299039234,2299039234.003,"In-Window","Committed","Funded","FCDL Issued","King County Institutional Network (KC I-Net)",143015282,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",4540,0,4540,1,4540,12,54480,0,0,0,0,0,54480,0.8,43584,10896,300,NA,NA,NA,NA,NA,801.18,68,640.941176470588,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","No","Yes",10000,10000,"gigabit","gigabit",1525335,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",4
